landseg,landuse,thisyear,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A42071,lwm,2002,0.1817,0.1997,0.1899,0.2334,0.5458,0.909,0.922,0.8383,0.6711,0.1861,0.1679,0.1711
A42075,lwm,2002,0.2791,0.2791,0.2666,0.2548,0.2156,0.5887,0.8938,0.8211,0.6845,0.2758,0.2555,0.2527
A42079,lwm,2002,0.3606,0.3606,0.3503,0.3407,0.2397,0.5596,0.8285,0.7576,0.6371,0.3072,0.3078,0.3163
A42081,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A42083,lwm,2002,0.201,0.201,0.1946,0.189,0.154,0.5302,0.9034,0.8105,0.6398,0.1657,0.1735,0.1773
A42087,lwm,2002,0.2205,0.2205,0.2105,0.2012,0.1791,0.5668,0.9145,0.8313,0.6739,0.2135,0.202,0.1998
A42093,lwm,2002,0.3829,0.3829,0.3637,0.3449,0.2911,0.6525,0.8724,0.8235,0.7292,0.4092,0.3592,0.3507
A42097,lwm,2002,0.2977,0.2977,0.2812,0.2653,0.2423,0.6298,0.9082,0.846,0.7234,0.3272,0.2849,0.2753
A42099,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A42105,lwm,2002,0.3092,0.3092,0.3041,0.2996,0.1942,0.5097,0.8278,0.7413,0.5959,0.2242,0.2497,0.2647
A42107,lwm,2002,0.3536,0.3536,0.3415,0.33,0.2453,0.5794,0.8447,0.7773,0.6592,0.3205,0.3096,0.3137
A42109,lwm,2002,0.2967,0.2967,0.2838,0.2716,0.2248,0.5914,0.8852,0.8148,0.6836,0.2909,0.27,0.268
A42111,lwm,2002,0.2971,0.2971,0.2906,0.2847,0.1956,0.5253,0.8444,0.76,0.6147,0.2301,0.2461,0.2572
A42113,lwm,2002,0.1358,0.1358,0.1293,0.1237,0.1265,0.5351,0.9444,0.846,0.6585,0.1234,0.1248,0.1233
A42115,lwm,2002,0.1183,0.1183,0.111,0.1047,0.1225,0.5441,0.95,0.862,0.6716,0.1192,0.1146,0.1101
A42117,lwm,2002,0.1948,0.1948,0.1882,0.1824,0.1524,0.5328,0.9086,0.8157,0.6439,0.1637,0.1697,0.1725
A42119,lwm,2002,0.2849,0.2849,0.2686,0.2528,0.2361,0.629,0.9151,0.8515,0.7252,0.3173,0.2747,0.2644
A42127,lwm,2002,0.184,0.184,0.177,0.1708,0.1494,0.5372,0.9176,0.8245,0.6507,0.1599,0.1629,0.1641
A42131,lwm,2002,0.1683,0.1683,0.1604,0.1533,0.1472,0.5483,0.9336,0.8413,0.6655,0.159,0.1549,0.1528
A42133,lwm,2002,0.2854,0.3179,0.3043,0.3471,0.5481,0.8407,0.87,0.805,0.6685,0.2854,0.2557,0.2664
A47091,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A47163,lwm,2002,0.2491,0.2491,0.2266,0.2046,0.2496,0.6962,0.95,0.9243,0.8026,0.3538,0.2717,0.2456
A51001,lwm,2002,0.3433,0.3732,0.3519,0.401,0.5662,0.8157,0.8799,0.8373,0.7183,0.3873,0.3246,0.3258
A51003,lwm,2002,0.2524,0.2649,0.2443,0.297,0.5718,0.8816,0.9432,0.8897,0.7439,0.3214,0.2566,0.2451
A51005,lwm,2002,0.3776,0.3776,0.373,0.369,0.2209,0.4997,0.7818,0.6999,0.5712,0.264,0.299,0.3205
A51007,lwm,2002,0.3148,0.3406,0.3203,0.3696,0.5657,0.8347,0.8945,0.8468,0.7194,0.3602,0.3005,0.2995
A51009,lwm,2002,0.1076,0.1076,0.1002,0.0937,0.1189,0.5469,0.95,0.8694,0.6767,0.1141,0.1074,0.1016
A51011,lwm,2002,0.4161,0.4761,0.4627,0.4988,0.5361,0.7429,0.7699,0.7178,0.6197,0.3691,0.3487,0.3808
A51013,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51015,lwm,2002,0.2206,0.2206,0.2111,0.2024,0.1767,0.5611,0.911,0.8266,0.668,0.2084,0.2001,0.199
A51017,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51019,lwm,2002,0.24,0.2801,0.2755,0.3099,0.525,0.8532,0.8415,0.7526,0.6022,0.1807,0.1911,0.2164
A51021,lwm,2002,0.2265,0.2265,0.2207,0.2158,0.1619,0.5218,0.8834,0.7912,0.6257,0.1762,0.1902,0.1973
A51023,lwm,2002,0.1053,0.1053,0.0984,0.0924,0.1154,0.5414,0.95,0.866,0.6715,0.1074,0.1035,0.0987
A51025,lwm,2002,0.3989,0.4311,0.4049,0.4571,0.576,0.7859,0.872,0.8455,0.7432,0.4642,0.3818,0.38
A51027,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51029,lwm,2002,0.2194,0.2483,0.2401,0.2798,0.5376,0.8771,0.8823,0.7991,0.6428,0.1974,0.1892,0.2024
A51031,lwm,2002,0.3529,0.4037,0.3924,0.4292,0.5353,0.785,0.8031,0.7401,0.6233,0.3104,0.2959,0.323
A51033,lwm,2002,0.39,0.4312,0.4107,0.4566,0.5596,0.779,0.8388,0.7991,0.6938,0.4107,0.355,0.3658
A51035,lwm,2002,0.0909,0.0909,0.0835,0.077,0.1119,0.5482,0.95,0.8786,0.6816,0.1035,0.095,0.0878
A51036,lwm,2002,0.4374,0.4938,0.4761,0.5163,0.547,0.7371,0.7834,0.7426,0.6511,0.4184,0.3791,0.4042
A51037,lwm,2002,0.3558,0.4037,0.3905,0.4294,0.5406,0.7872,0.8138,0.755,0.6392,0.3277,0.3046,0.3276
A51041,lwm,2002,0.4108,0.4495,0.4254,0.4744,0.5686,0.7721,0.8483,0.8184,0.7195,0.4544,0.3828,0.388
A51043,lwm,2002,0.2577,0.2577,0.2451,0.2332,0.2069,0.5912,0.9078,0.8335,0.6915,0.2628,0.2398,0.2351
A51045,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51047,lwm,2002,0.2136,0.2288,0.2141,0.2619,0.5579,0.897,0.9325,0.8627,0.7051,0.2482,0.2084,0.2046
A51049,lwm,2002,0.2443,0.2779,0.2694,0.3082,0.5363,0.8592,0.8654,0.7852,0.6363,0.2159,0.208,0.2245
A51051,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51053,lwm,2002,0.3868,0.4156,0.389,0.4423,0.5784,0.796,0.8842,0.8573,0.7515,0.4598,0.3746,0.3698
A51057,lwm,2002,0.3856,0.43,0.4117,0.4552,0.5534,0.7771,0.8269,0.7821,0.6753,0.3896,0.3441,0.3594
A51059,lwm,2002,0.1206,0.1234,0.1123,0.1604,0.5551,0.95,0.95,0.8904,0.7052,0.1573,0.1288,0.119
A51061,lwm,2002,0.2348,0.2568,0.2433,0.2886,0.5523,0.8782,0.9077,0.8374,0.686,0.2516,0.2191,0.2218
A51063,lwm,2002,0.1346,0.1346,0.1281,0.1225,0.126,0.5352,0.9452,0.8468,0.6589,0.1227,0.124,0.1223
A51065,lwm,2002,0.2972,0.3402,0.3308,0.368,0.5343,0.8219,0.8315,0.7586,0.6253,0.2577,0.2491,0.2719
A51067,lwm,2002,0.1256,0.1375,0.1306,0.1734,0.5419,0.9439,0.9441,0.8485,0.6645,0.1253,0.1173,0.1187
A51069,lwm,2002,0.2691,0.2691,0.2603,0.2521,0.1942,0.551,0.8765,0.7948,0.6473,0.2337,0.2338,0.238
A51071,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51073,lwm,2002,0.2458,0.2544,0.2326,0.2872,0.5763,0.8896,0.95,0.9058,0.7581,0.3278,0.2565,0.2408
A51075,lwm,2002,0.3452,0.3941,0.3827,0.42,0.5364,0.7911,0.8098,0.7463,0.6273,0.3064,0.2908,0.3163
A51077,lwm,2002,0.1127,0.1127,0.1061,0.1004,0.1175,0.5384,0.95,0.86,0.6668,0.11,0.1082,0.1045
A51079,lwm,2002,0.112,0.1229,0.117,0.1593,0.5402,0.95,0.9477,0.8487,0.6607,0.1085,0.1042,0.1057
A51081,lwm,2002,0.3799,0.394,0.3603,0.4223,0.6002,0.8177,0.9385,0.926,0.8186,0.514,0.3947,0.3717
A51083,lwm,2002,0.5688,0.6712,0.6632,0.6852,0.5061,0.6161,0.6159,0.5675,0.514,0.4228,0.4385,0.5086
A51085,lwm,2002,0.3916,0.4344,0.4145,0.4595,0.5576,0.7763,0.8332,0.7924,0.6875,0.4066,0.354,0.3665
A51087,lwm,2002,0.3898,0.4246,0.4008,0.4506,0.5696,0.787,0.8622,0.8297,0.7245,0.4384,0.3667,0.3693
A51089,lwm,2002,0.3052,0.3599,0.3558,0.3864,0.5177,0.8034,0.7885,0.7051,0.5738,0.2189,0.2359,0.273
A51091,lwm,2002,0.0899,0.0899,0.0831,0.0772,0.1085,0.5418,0.95,0.8738,0.6751,0.0967,0.0918,0.0859
A51093,lwm,2002,0.3411,0.3724,0.3521,0.4001,0.5634,0.8151,0.8747,0.8297,0.71,0.3774,0.3194,0.3226
A51095,lwm,2002,0.3652,0.407,0.3895,0.433,0.5527,0.7904,0.8366,0.788,0.6752,0.3696,0.3266,0.3407
A51097,lwm,2002,0.3104,0.3342,0.3133,0.3636,0.5679,0.8393,0.9021,0.8553,0.7266,0.3625,0.2996,0.2964
A51099,lwm,2002,0.3458,0.378,0.3576,0.4055,0.5632,0.8117,0.8716,0.8273,0.709,0.3812,0.3231,0.3269
A51101,lwm,2002,0.3492,0.387,0.3692,0.4138,0.5551,0.8031,0.851,0.8014,0.684,0.3618,0.3163,0.327
A51103,lwm,2002,0.3917,0.4326,0.4117,0.4579,0.5605,0.7786,0.8399,0.8011,0.6964,0.4146,0.3574,0.3676
A51105,lwm,2002,0.1543,0.1543,0.1474,0.1415,0.1361,0.5377,0.9353,0.8393,0.6574,0.1391,0.1401,0.1393
A51107,lwm,2002,0.3163,0.3504,0.3343,0.3786,0.553,0.8236,0.8642,0.8078,0.6805,0.3265,0.2868,0.2963
A51109,lwm,2002,0.3272,0.367,0.3526,0.3943,0.5466,0.8113,0.8434,0.7841,0.66,0.3185,0.2881,0.3038
A51111,lwm,2002,0.4472,0.5006,0.4802,0.5231,0.5541,0.7361,0.7946,0.7604,0.6719,0.4469,0.3955,0.4158
A51113,lwm,2002,0.2197,0.2361,0.2213,0.2688,0.5575,0.8925,0.9282,0.8591,0.7034,0.2526,0.2129,0.21
A51115,lwm,2002,0.306,0.3241,0.3007,0.3542,0.5758,0.8485,0.9228,0.8808,0.751,0.3804,0.3053,0.2954
A51117,lwm,2002,0.4243,0.4699,0.4479,0.4938,0.561,0.7569,0.823,0.7899,0.6948,0.4452,0.3847,0.3974
A51119,lwm,2002,0.3229,0.3524,0.3332,0.3809,0.5617,0.8261,0.8809,0.8318,0.7067,0.3566,0.3025,0.3055
A51121,lwm,2002,0.1783,0.1783,0.1714,0.1655,0.1461,0.5357,0.92,0.826,0.6503,0.1544,0.1579,0.1591
A51125,lwm,2002,0.4622,0.4622,0.4569,0.4521,0.2602,0.5014,0.7336,0.6605,0.5553,0.3262,0.3651,0.3919
A51127,lwm,2002,0.3669,0.4048,0.3852,0.4311,0.5591,0.7943,0.8506,0.8068,0.6946,0.3888,0.3355,0.3445
A51131,lwm,2002,0.4268,0.4691,0.4451,0.4933,0.5668,0.7598,0.8352,0.8067,0.7125,0.4637,0.3938,0.402
A51133,lwm,2002,0.3932,0.4398,0.4218,0.4645,0.5518,0.7707,0.819,0.7743,0.6698,0.392,0.3484,0.3658
A51135,lwm,2002,0.2744,0.3047,0.2911,0.3345,0.5489,0.8487,0.8779,0.8117,0.672,0.2777,0.2476,0.2566
A51137,lwm,2002,0.2366,0.2566,0.2419,0.2885,0.5558,0.8798,0.915,0.8474,0.6966,0.263,0.2247,0.2248
A51139,lwm,2002,0.2069,0.2069,0.1983,0.1904,0.167,0.5534,0.9142,0.8268,0.6628,0.1914,0.1866,0.1861
A51141,lwm,2002,0.1071,0.1071,0.0997,0.0933,0.1183,0.546,0.95,0.869,0.6759,0.113,0.1066,0.101
A51143,lwm,2002,0.4447,0.5178,0.508,0.5383,0.5224,0.7128,0.7224,0.6652,0.5754,0.3569,0.356,0.4017
A51145,lwm,2002,0.3009,0.3361,0.3222,0.3646,0.5475,0.8297,0.86,0.7971,0.6652,0.2974,0.2676,0.2802
A51147,lwm,2002,0.2485,0.2905,0.286,0.3199,0.524,0.8467,0.8346,0.7464,0.5985,0.1857,0.197,0.2238
A51149,lwm,2002,0.3929,0.4327,0.4111,0.458,0.5626,0.7794,0.8441,0.807,0.7026,0.4216,0.3609,0.3695
A51153,lwm,2002,0.2758,0.3065,0.293,0.3362,0.5486,0.8476,0.8765,0.8103,0.671,0.2782,0.2484,0.2578
A51155,lwm,2002,0.1807,0.1807,0.1744,0.1689,0.1449,0.5305,0.9155,0.8206,0.6444,0.1514,0.1579,0.1602
A51157,lwm,2002,0.1962,0.2095,0.1957,0.2433,0.5567,0.9078,0.9393,0.8657,0.703,0.2293,0.1926,0.1883
A51159,lwm,2002,0.3727,0.4154,0.3976,0.4411,0.553,0.7855,0.833,0.7858,0.6752,0.3769,0.333,0.3476
A51161,lwm,2002,0.1073,0.1073,0.1006,0.0949,0.1153,0.5392,0.95,0.8633,0.6688,0.1069,0.1043,0.1001
A51163,lwm,2002,0.182,0.182,0.1746,0.1682,0.15,0.5407,0.921,0.8284,0.6548,0.1617,0.1626,0.163
A51165,lwm,2002,0.2003,0.2003,0.1895,0.1795,0.174,0.576,0.9319,0.8487,0.6877,0.2076,0.1898,0.1844
A51167,lwm,2002,0.1731,0.1731,0.1658,0.1594,0.1461,0.541,0.9263,0.8329,0.6569,0.1557,0.1559,0.1557
A51169,lwm,2002,0.177,0.177,0.1709,0.1656,0.1426,0.529,0.9167,0.8211,0.6436,0.1474,0.1545,0.1569
A51171,lwm,2002,0.3023,0.3023,0.2899,0.278,0.2253,0.5868,0.8791,0.8083,0.6776,0.2907,0.2727,0.2719
A51173,lwm,2002,0.1215,0.1215,0.1147,0.1088,0.122,0.5396,0.95,0.8566,0.6662,0.1173,0.1154,0.1121
A51175,lwm,2002,0.3263,0.346,0.3212,0.3753,0.5782,0.8367,0.9172,0.8803,0.7566,0.4053,0.3248,0.3147
A51177,lwm,2002,0.2761,0.3072,0.2938,0.3368,0.5481,0.847,0.8751,0.8086,0.6693,0.277,0.2481,0.2579
A51179,lwm,2002,0.2823,0.3059,0.288,0.3361,0.5613,0.8532,0.9024,0.8462,0.7091,0.3191,0.2687,0.2684
A51181,lwm,2002,0.4041,0.446,0.4243,0.4708,0.562,0.7713,0.8365,0.8009,0.6998,0.43,0.3694,0.3795
A51183,lwm,2002,0.3771,0.4022,0.3746,0.4295,0.582,0.8053,0.8979,0.872,0.7633,0.4611,0.3709,0.3623
A51185,lwm,2002,0.1025,0.1025,0.0957,0.0899,0.1135,0.54,0.95,0.8662,0.6706,0.104,0.1008,0.0961
A51187,lwm,2002,0.217,0.217,0.2083,0.2004,0.1716,0.5534,0.9083,0.8219,0.6607,0.1986,0.1944,0.1946
A51191,lwm,2002,0.1075,0.1075,0.1008,0.0951,0.1154,0.5392,0.95,0.8631,0.6687,0.107,0.1045,0.1002
A51193,lwm,2002,0.3983,0.4446,0.4259,0.4692,0.5535,0.7686,0.8202,0.7775,0.6745,0.4013,0.3546,0.371
A51195,lwm,2002,0.0821,0.0821,0.0752,0.0693,0.1055,0.5429,0.95,0.8785,0.6779,0.0922,0.0862,0.0795
A51197,lwm,2002,0.1703,0.1703,0.164,0.1585,0.1406,0.5314,0.922,0.8263,0.6475,0.1447,0.1502,0.1517
A51199,lwm,2002,0.2259,0.2259,0.2017,0.2601,0.585,0.91,0.95,0.9401,0.7867,0.3342,0.2505,0.2259
A51510,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51515,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51520,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51530,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51540,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51550,lwm,2002,0.3639,0.3924,0.3681,0.4198,0.5733,0.8074,0.8851,0.8509,0.7381,0.4253,0.3498,0.3471
A51570,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51580,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51590,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51595,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51600,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51610,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51620,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51630,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51640,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51650,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51660,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51670,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51678,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51680,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51683,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51685,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51690,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51700,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51710,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51720,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51730,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51735,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51740,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51750,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51760,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51770,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51775,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51790,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51800,lwm,2002,0.3302,0.3576,0.3364,0.386,0.5669,0.8252,0.8889,0.8446,0.7218,0.3775,0.3146,0.3141
A51810,lwm,2002,0.3637,0.3887,0.3625,0.4164,0.5789,0.812,0.8981,0.8678,0.7551,0.4405,0.3562,0.349
A51820,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51830,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51840,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A54003,lwm,2002,0.3215,0.3215,0.3104,0.2999,0.2273,0.5716,0.8586,0.7864,0.6578,0.2903,0.282,0.2855
A54023,lwm,2002,0.0984,0.0984,0.0917,0.0859,0.1119,0.5405,0.95,0.8686,0.672,0.1017,0.0979,0.0928
A54027,lwm,2002,0.2375,0.2375,0.2304,0.2241,0.1726,0.5347,0.8849,0.7966,0.6369,0.196,0.2034,0.2087
A54031,lwm,2002,0.1444,0.1444,0.1351,0.1266,0.1434,0.5643,0.95,0.866,0.6872,0.1566,0.1422,0.1354
A54037,lwm,2002,0.3347,0.3347,0.3182,0.3023,0.2579,0.6271,0.885,0.8259,0.7129,0.3512,0.3126,0.3059
A54057,lwm,2002,0.2434,0.2434,0.2377,0.2328,0.1685,0.5193,0.8721,0.7811,0.6197,0.1859,0.2023,0.211
A54063,lwm,2002,0.2133,0.2133,0.2074,0.2024,0.1567,0.5237,0.8923,0.7992,0.6305,0.1685,0.1806,0.1865
A54065,lwm,2002,0.3899,0.3899,0.3854,0.3815,0.2257,0.4979,0.7735,0.6925,0.5667,0.2712,0.3078,0.3306
A54071,lwm,2002,0.1251,0.1251,0.1127,0.1012,0.1495,0.5979,0.95,0.9031,0.7261,0.1739,0.1396,0.1249
A54077,lwm,2002,0.2237,0.2237,0.2178,0.2129,0.1608,0.5222,0.8853,0.793,0.6268,0.1745,0.1881,0.195
A54093,lwm,2002,0.1476,0.1476,0.1412,0.1357,0.1311,0.5333,0.9365,0.8389,0.6543,0.1303,0.1333,0.1329
B24001,lwm,2002,0.2056,0.2056,0.1978,0.1908,0.1623,0.5442,0.9093,0.8198,0.6534,0.1818,0.1822,0.1835
B24021,lwm,2002,0.3035,0.3394,0.3256,0.3678,0.5471,0.8276,0.8577,0.795,0.6638,0.2988,0.2694,0.2825
B37005,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B37009,lwm,2002,0.4034,0.4034,0.3989,0.3951,0.2309,0.4959,0.7645,0.6844,0.5619,0.279,0.3175,0.3415
B42001,lwm,2002,0.3396,0.3847,0.3717,0.4111,0.5413,0.7987,0.8242,0.7632,0.6426,0.315,0.2921,0.3131
B42009,lwm,2002,0.2297,0.2297,0.2216,0.2142,0.1744,0.5467,0.8968,0.8103,0.6511,0.2016,0.2018,0.2042
B42015,lwm,2002,0.1512,0.1512,0.144,0.1377,0.1364,0.5416,0.9394,0.844,0.6621,0.1404,0.1391,0.1373
B42027,lwm,2002,0.2981,0.2981,0.2855,0.2734,0.2245,0.5895,0.8832,0.8125,0.6812,0.2901,0.2704,0.2688
B42035,lwm,2002,0.2184,0.2184,0.2069,0.1962,0.1852,0.5825,0.9253,0.8453,0.6906,0.2266,0.2062,0.2007
B42041,lwm,2002,0.3034,0.3034,0.2922,0.2817,0.2197,0.5732,0.8701,0.7965,0.6632,0.2789,0.2685,0.2705
B42043,lwm,2002,0.3611,0.3611,0.3465,0.3324,0.2605,0.6059,0.8565,0.7956,0.6852,0.3505,0.3252,0.3245
B42055,lwm,2002,0.2534,0.2534,0.243,0.2332,0.1952,0.5693,0.8968,0.8174,0.6696,0.2394,0.2284,0.2279
B42079,lwm,2002,0.3606,0.3606,0.3503,0.3407,0.2397,0.5596,0.8285,0.7576,0.6371,0.3072,0.3078,0.3163
B42081,lwm,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
B42119,lwm,2002,0.2849,0.2849,0.2686,0.2528,0.2361,0.629,0.9151,0.8515,0.7252,0.3173,0.2747,0.2644
B42131,lwm,2002,0.1683,0.1683,0.1604,0.1533,0.1472,0.5483,0.9336,0.8413,0.6655,0.159,0.1549,0.1528
B51003,lwm,2002,0.2524,0.2649,0.2443,0.297,0.5718,0.8816,0.9432,0.8897,0.7439,0.3214,0.2566,0.2451
B51009,lwm,2002,0.1076,0.1076,0.1002,0.0937,0.1189,0.5469,0.95,0.8694,0.6767,0.1141,0.1074,0.1016
B51015,lwm,2002,0.2206,0.2206,0.2111,0.2024,0.1767,0.5611,0.911,0.8266,0.668,0.2084,0.2001,0.199
B51017,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51019,lwm,2002,0.24,0.2801,0.2755,0.3099,0.525,0.8532,0.8415,0.7526,0.6022,0.1807,0.1911,0.2164
B51023,lwm,2002,0.1053,0.1053,0.0984,0.0924,0.1154,0.5414,0.95,0.866,0.6715,0.1074,0.1035,0.0987
B51035,lwm,2002,0.0909,0.0909,0.0835,0.077,0.1119,0.5482,0.95,0.8786,0.6816,0.1035,0.095,0.0878
B51061,lwm,2002,0.2348,0.2568,0.2433,0.2886,0.5523,0.8782,0.9077,0.8374,0.686,0.2516,0.2191,0.2218
B51067,lwm,2002,0.1256,0.1375,0.1306,0.1734,0.5419,0.9439,0.9441,0.8485,0.6645,0.1253,0.1173,0.1187
B51071,lwm,2002,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51077,lwm,2002,0.1127,0.1127,0.1061,0.1004,0.1175,0.5384,0.95,0.86,0.6668,0.11,0.1082,0.1045
B51079,lwm,2002,0.112,0.1229,0.117,0.1593,0.5402,0.95,0.9477,0.8487,0.6607,0.1085,0.1042,0.1057
B51091,lwm,2002,0.0899,0.0899,0.0831,0.0772,0.1085,0.5418,0.95,0.8738,0.6751,0.0967,0.0918,0.0859
B51105,lwm,2002,0.1543,0.1543,0.1474,0.1415,0.1361,0.5377,0.9353,0.8393,0.6574,0.1391,0.1401,0.1393
B51113,lwm,2002,0.2197,0.2361,0.2213,0.2688,0.5575,0.8925,0.9282,0.8591,0.7034,0.2526,0.2129,0.21
B51125,lwm,2002,0.4622,0.4622,0.4569,0.4521,0.2602,0.5014,0.7336,0.6605,0.5553,0.3262,0.3651,0.3919
B51139,lwm,2002,0.2069,0.2069,0.1983,0.1904,0.167,0.5534,0.9142,0.8268,0.6628,0.1914,0.1866,0.1861
B51141,lwm,2002,0.1071,0.1071,0.0997,0.0933,0.1183,0.546,0.95,0.869,0.6759,0.113,0.1066,0.101
B51157,lwm,2002,0.1962,0.2095,0.1957,0.2433,0.5567,0.9078,0.9393,0.8657,0.703,0.2293,0.1926,0.1883
B51161,lwm,2002,0.1073,0.1073,0.1006,0.0949,0.1153,0.5392,0.95,0.8633,0.6688,0.1069,0.1043,0.1001
B51163,lwm,2002,0.182,0.182,0.1746,0.1682,0.15,0.5407,0.921,0.8284,0.6548,0.1617,0.1626,0.163
B51165,lwm,2002,0.2003,0.2003,0.1895,0.1795,0.174,0.576,0.9319,0.8487,0.6877,0.2076,0.1898,0.1844
B51167,lwm,2002,0.1731,0.1731,0.1658,0.1594,0.1461,0.541,0.9263,0.8329,0.6569,0.1557,0.1559,0.1557
B51169,lwm,2002,0.177,0.177,0.1709,0.1656,0.1426,0.529,0.9167,0.8211,0.6436,0.1474,0.1545,0.1569
B51171,lwm,2002,0.3023,0.3023,0.2899,0.278,0.2253,0.5868,0.8791,0.8083,0.6776,0.2907,0.2727,0.2719
B51173,lwm,2002,0.1215,0.1215,0.1147,0.1088,0.122,0.5396,0.95,0.8566,0.6662,0.1173,0.1154,0.1121
B51185,lwm,2002,0.1025,0.1025,0.0957,0.0899,0.1135,0.54,0.95,0.8662,0.6706,0.104,0.1008,0.0961
B51187,lwm,2002,0.217,0.217,0.2083,0.2004,0.1716,0.5534,0.9083,0.8219,0.6607,0.1986,0.1944,0.1946
B51191,lwm,2002,0.1075,0.1075,0.1008,0.0951,0.1154,0.5392,0.95,0.8631,0.6687,0.107,0.1045,0.1002
B51197,lwm,2002,0.1703,0.1703,0.164,0.1585,0.1406,0.5314,0.922,0.8263,0.6475,0.1447,0.1502,0.1517
B54023,lwm,2002,0.0984,0.0984,0.0917,0.0859,0.1119,0.5405,0.95,0.8686,0.672,0.1017,0.0979,0.0928
B54031,lwm,2002,0.1444,0.1444,0.1351,0.1266,0.1434,0.5643,0.95,0.866,0.6872,0.1566,0.1422,0.1354
